timestamp,lat,lon,alt,vel_v,vel_h,temp,humidity
2026-02-13T04:43:49.000Z,10.04915,78.78887,292.3,4.3,5.6,31.2,98.5
2026-02-13T04:43:50.000Z,10.04917,78.7889,296.6,4.3,5.1,31.8,99.2
2026-02-13T04:43:51.000Z,10.04919,78.78893,300.8,4.3,4.2,31.0,97.5
2026-02-13T04:43:52.000Z,10.04921,78.78897,305.1,4.3,5.0,31.5,97.2
2026-02-13T04:43:53.000Z,10.04924,78.78901,309.4,4.3,5.1,31.6,98.5
2026-02-13T04:43:54.000Z,10.04926,78.78904,313.6,4.3,4.3,31.4,98.1
2026-02-13T04:43:55.000Z,10.04928,78.78908,317.9,4.3,5.4,31.7,98.6
2026-02-13T04:43:56.000Z,10.0493,78.78911,322.2,4.3,4.5,30.8,96.9
2026-02-13T04:43:57.000Z,10.04932,78.78914,326.4,4.3,4.3,31.6,95.5
2026-02-13T04:43:58.000Z,10.04934,78.78917,330.7,4.3,4.1,31.7,97.2
2026-02-13T04:43:59.000Z,10.04936,78.78921,334.9,4.3,4.4,31.6,96.5
2026-02-13T04:44:00.000Z,10.04938,78.78924,339.2,4.3,5.1,30.8,96.4
2026-02-13T04:44:01.000Z,10.0494,78.78928,343.5,4.3,4.3,31.4,95.9
2026-02-13T04:44:02.000Z,10.04942,78.78931,347.7,4.3,4.2,31.3,96.1
2026-02-13T04:44:03.000Z,10.04945,78.78935,352.0,4.3,6.0,31.2,97.9
2026-02-13T04:44:04.000Z,10.04947,78.78938,356.3,4.3,4.4,30.8,96.2
2026-02-13T04:44:05.000Z,10.04949,78.78942,360.5,4.3,5.6,30.7,98.4
2026-02-13T04:44:06.000Z,10.04951,78.78945,364.8,4.3,4.1,30.9,96.0
2026-02-13T04:44:07.000Z,10.04953,78.78948,369.0,4.3,4.3,30.9,95.4
2026-02-13T04:44:08.000Z,10.04955,78.78952,373.3,4.3,4.9,30.6,98.4
2026-02-13T04:44:09.000Z,10.04957,78.78955,377.6,4.3,4.7,31.1,96.6
2026-02-13T04:44:10.000Z,10.0496,78.7896,381.8,4.3,5.6,31.2,97.4
2026-02-13T04:44:11.000Z,10.04962,78.78963,386.1,4.3,4.6,31.1,97.0
2026-02-13T04:44:12.000Z,10.04964,78.78967,390.4,4.3,5.8,31.2,96.2
2026-02-13T04:44:13.000Z,10.04967,78.78971,394.6,4.3,4.7,30.4,96.0
2026-02-13T04:44:14.000Z,10.04969,78.78975,398.9,4.3,5.7,31.0,96.0
2026-02-13T04:44:15.000Z,10.04971,78.78979,403.2,4.3,5.1,30.8,96.1
2026-02-13T04:44:16.000Z,10.04973,78.78982,407.4,4.3,4.5,30.4,95.2
2026-02-13T04:44:17.000Z,10.04976,78.78986,411.7,4.3,5.9,30.3,97.0
2026-02-13T04:44:18.000Z,10.04978,78.78989,415.9,4.3,4.3,31.1,96.6
2026-02-13T04:44:19.000Z,10.0498,78.78993,420.2,4.3,4.6,31.1,96.8
2026-02-13T04:44:20.000Z,10.04982,78.78996,424.5,4.3,5.0,30.5,95.9
2026-02-13T04:44:21.000Z,10.04985,78.79,428.7,4.3,5.7,30.4,96.1
2026-02-13T04:44:22.000Z,10.04987,78.79004,433.0,4.3,4.3,30.5,96.2
2026-02-13T04:44:23.000Z,10.04989,78.79007,437.3,4.3,5.2,30.9,96.9
2026-02-13T04:44:24.000Z,10.04992,78.79011,441.5,4.3,5.4,30.4,97.8
2026-02-13T04:44:25.000Z,10.04994,78.79016,445.8,4.3,5.8,30.6,98.4
2026-02-13T04:44:26.000Z,10.04997,78.7902,450.0,4.3,5.6,30.9,98.3
2026-02-13T04:44:27.000Z,10.04999,78.79023,454.3,4.3,4.2,30.9,97.1
2026-02-13T04:44:28.000Z,10.05001,78.79027,458.6,4.3,5.7,30.8,98.3
2026-02-13T04:44:29.000Z,10.05004,78.79031,462.8,4.3,5.1,30.3,96.0
2026-02-13T04:44:30.000Z,10.05006,78.79035,467.1,4.3,5.3,30.4,97.9
2026-02-13T04:44:31.000Z,10.05008,78.79038,471.4,4.3,4.8,30.3,94.3
2026-02-13T04:44:32.000Z,10.0501,78.79041,475.6,4.3,4.2,30.3,96.6
2026-02-13T04:44:33.000Z,10.05012,78.79044,479.9,4.3,4.1,29.9,95.2
2026-02-13T04:44:34.000Z,10.05014,78.79048,484.1,4.3,4.5,29.9,95.2
2026-02-13T04:44:35.000Z,10.05016,78.79051,488.4,4.3,5.0,30.7,97.0
2026-02-13T04:44:36.000Z,10.05018,78.79055,492.7,4.3,4.6,30.5,95.6
2026-02-13T04:44:37.000Z,10.0502,78.79058,496.9,4.3,4.4,29.7,96.0
2026-02-13T04:44:38.000Z,10.05023,78.79062,501.2,4.3,5.7,30.6,97.2
2026-02-13T04:44:39.000Z,10.05025,78.79066,505.5,4.3,5.2,30.0,94.6
2026-02-13T04:44:40.000Z,10.05028,78.7907,509.7,4.3,5.8,30.5,96.8
2026-02-13T04:44:41.000Z,10.0503,78.79073,514.0,4.3,4.8,30.5,95.3
2026-02-13T04:44:42.000Z,10.05032,78.79077,518.2,4.3,4.7,30.3,94.3
2026-02-13T04:44:43.000Z,10.05034,78.7908,522.5,4.3,4.0,29.7,94.1
2026-02-13T04:44:44.000Z,10.05036,78.79084,526.8,4.3,5.1,30.4,97.0
2026-02-13T04:44:45.000Z,10.05038,78.79087,531.0,4.3,5.1,30.3,95.6
2026-02-13T04:44:46.000Z,10.05041,78.79091,535.3,4.3,4.7,29.6,94.9
2026-02-13T04:44:47.000Z,10.05043,78.79095,539.6,4.3,5.4,30.4,96.6
2026-02-13T04:44:48.000Z,10.05045,78.79099,543.8,4.3,5.0,29.5,96.6
2026-02-13T04:44:49.000Z,10.05047,78.79102,548.1,4.3,4.3,29.5,96.0
2026-02-13T04:44:50.000Z,10.0505,78.79105,552.3,4.3,5.1,29.9,93.8
2026-02-13T04:44:51.000Z,10.05052,78.79109,556.6,4.3,4.9,29.8,95.1
2026-02-13T04:44:52.000Z,10.05054,78.79112,560.9,4.3,4.6,30.1,97.2
2026-02-13T04:44:53.000Z,10.05056,78.79116,565.1,4.3,5.3,29.6,95.6
2026-02-13T04:44:54.000Z,10.05058,78.79119,569.4,4.3,4.0,30.1,96.0
2026-02-13T04:44:55.000Z,10.0506,78.79123,573.7,4.3,4.5,29.5,96.0
2026-02-13T04:44:56.000Z,10.05062,78.79126,577.9,4.3,5.3,29.6,94.0
2026-02-13T04:44:57.000Z,10.05065,78.79131,582.2,4.3,5.9,29.7,93.4
2026-02-13T04:44:58.000Z,10.05067,78.79134,586.4,4.3,4.5,30.0,96.0
2026-02-13T04:44:59.000Z,10.0507,78.79138,590.7,4.3,5.7,29.5,93.6
2026-02-13T04:45:00.000Z,10.05072,78.79142,595.0,4.3,5.4,29.2,94.4
2026-02-13T04:45:01.000Z,10.05075,78.79146,599.2,4.3,5.5,29.8,95.4
2026-02-13T04:45:02.000Z,10.05077,78.7915,603.5,4.3,4.8,29.8,96.3
2026-02-13T04:45:03.000Z,10.05079,78.79153,607.8,4.3,4.1,29.4,94.6
2026-02-13T04:45:04.000Z,10.05081,78.79156,612.0,4.3,4.5,29.4,97.0
2026-02-13T04:45:05.000Z,10.05083,78.7916,616.3,4.3,4.9,29.0,97.0
2026-02-13T04:45:06.000Z,10.05085,78.79163,620.5,4.3,4.0,29.3,93.2
2026-02-13T04:45:07.000Z,10.05086,78.79165,624.8,4.3,4.0,29.7,95.7
2026-02-13T04:45:08.000Z,10.05088,78.79169,629.1,4.3,4.2,29.5,95.4
2026-02-13T04:45:09.000Z,10.0509,78.79172,633.3,4.3,4.5,29.8,96.1
2026-02-13T04:45:10.000Z,10.05092,78.79175,637.6,4.3,4.1,29.4,93.9
2026-02-13T04:45:11.000Z,10.05095,78.79179,641.8,4.3,5.8,29.1,95.4
2026-02-13T04:45:12.000Z,10.05097,78.79183,646.1,4.3,5.8,29.3,93.9
2026-02-13T04:45:13.000Z,10.051,78.79188,650.4,4.3,5.8,29.2,93.2
2026-02-13T04:45:14.000Z,10.05102,78.79191,654.6,4.3,5.2,29.2,93.2
2026-02-13T04:45:15.000Z,10.05104,78.79195,658.9,4.3,4.6,29.5,96.6
2026-02-13T04:45:16.000Z,10.05107,78.79199,663.2,4.3,5.7,29.6,94.0
2026-02-13T04:45:17.000Z,10.05109,78.79202,667.4,4.3,4.1,29.2,94.7
2026-02-13T04:45:18.000Z,10.05111,78.79206,671.7,4.3,5.2,29.3,93.1
2026-02-13T04:45:19.000Z,10.05113,78.79209,675.9,4.3,4.8,29.2,93.2
2026-02-13T04:45:20.000Z,10.05115,78.79212,680.2,4.3,4.4,28.6,93.9
2026-02-13T04:45:21.000Z,10.05117,78.79216,684.5,4.3,4.4,28.9,93.8
2026-02-13T04:45:22.000Z,10.05119,78.79219,688.7,4.3,4.2,28.7,92.8
2026-02-13T04:45:23.000Z,10.05121,78.79222,693.0,4.3,4.4,29.2,95.5
2026-02-13T04:45:24.000Z,10.05124,78.79226,697.3,4.3,5.9,28.6,92.6
2026-02-13T04:45:25.000Z,10.05126,78.7923,701.5,4.3,5.4,29.3,94.9
2026-02-13T04:45:26.000Z,10.05129,78.79234,705.8,4.3,5.5,29.0,93.4
2026-02-13T04:45:27.000Z,10.05131,78.79238,710.0,4.3,5.6,28.3,93.8
2026-02-13T04:45:28.000Z,10.05133,78.79242,714.3,4.3,5.0,29.2,93.3
2026-02-13T04:45:29.000Z,10.05136,78.79246,718.6,4.3,5.8,28.3,92.9
2026-02-13T04:45:30.000Z,10.05138,78.79249,722.8,4.3,4.4,28.7,95.5
2026-02-13T04:45:31.000Z,10.0514,78.79253,727.1,4.3,5.1,28.4,92.7
2026-02-13T04:45:32.000Z,10.05142,78.79256,731.3,4.3,4.8,28.6,93.8
2026-02-13T04:45:33.000Z,10.05145,78.79261,735.6,4.3,5.5,28.5,94.9
2026-02-13T04:45:34.000Z,10.05147,78.79264,739.9,4.3,4.3,28.8,92.3
2026-02-13T04:45:35.000Z,10.05149,78.79267,744.1,4.3,4.0,28.1,94.8
2026-02-13T04:45:36.000Z,10.05151,78.7927,748.4,4.3,5.1,28.6,94.5
2026-02-13T04:45:37.000Z,10.05153,78.79274,752.6,4.3,4.6,28.7,95.5
2026-02-13T04:45:38.000Z,10.05156,78.79278,756.9,4.3,5.8,28.1,95.7
2026-02-13T04:45:39.000Z,10.05158,78.79282,761.2,4.3,6.0,28.6,95.0
2026-02-13T04:45:40.000Z,10.05161,78.79286,765.4,4.3,5.4,28.9,94.8
2026-02-13T04:45:41.000Z,10.05163,78.79289,769.7,4.3,4.1,28.0,92.2
2026-02-13T04:45:42.000Z,10.05165,78.79293,773.9,4.3,5.7,27.9,92.8
2026-02-13T04:45:43.000Z,10.05167,78.79297,778.2,4.3,4.3,28.2,92.2
2026-02-13T04:45:44.000Z,10.0517,78.79301,782.5,4.3,5.7,27.9,94.2
2026-02-13T04:45:45.000Z,10.05172,78.79304,786.7,4.3,5.0,28.6,93.9
2026-02-13T04:45:46.000Z,10.05174,78.79308,791.0,4.3,5.0,28.1,92.4
2026-02-13T04:45:47.000Z,10.05177,78.79312,795.3,4.3,5.9,28.1,94.7
2026-02-13T04:45:48.000Z,10.05179,78.79315,799.5,4.3,4.3,27.9,93.9
2026-02-13T04:45:49.000Z,10.05181,78.79319,803.8,4.3,4.7,28.4,92.8
2026-02-13T04:45:50.000Z,10.05183,78.79322,808.0,4.3,5.0,28.5,92.7
2026-02-13T04:45:51.000Z,10.05186,78.79327,812.3,4.3,5.9,27.8,92.7
2026-02-13T04:45:52.000Z,10.05188,78.7933,816.6,4.3,4.9,27.8,94.3
2026-02-13T04:45:53.000Z,10.05191,78.79335,820.8,4.3,6.0,27.8,94.8
2026-02-13T04:45:54.000Z,10.05193,78.79339,825.1,4.3,5.7,28.2,93.7
2026-02-13T04:45:55.000Z,10.05196,78.79343,829.3,4.3,5.7,28.2,93.8
2026-02-13T04:45:56.000Z,10.05198,78.79346,833.6,4.3,4.2,27.6,93.2
2026-02-13T04:45:57.000Z,10.052,78.7935,837.9,4.3,5.2,28.2,94.8
2026-02-13T04:45:58.000Z,10.05202,78.79354,842.1,4.3,5.4,27.9,91.9
2026-02-13T04:45:59.000Z,10.05205,78.79358,846.4,4.3,5.5,28.1,91.8
2026-02-13T04:46:00.000Z,10.05207,78.79362,850.6,4.3,5.5,27.9,93.7
2026-02-13T04:46:01.000Z,10.0521,78.79366,854.9,4.3,4.7,27.5,91.3
2026-02-13T04:46:02.000Z,10.05212,78.79369,859.2,4.3,4.7,28.3,91.2
2026-02-13T04:46:03.000Z,10.05214,78.79373,863.4,4.3,5.5,27.5,91.8
2026-02-13T04:46:04.000Z,10.05216,78.79377,867.7,4.3,4.9,27.6,94.3
2026-02-13T04:46:05.000Z,10.05218,78.7938,871.9,4.3,4.5,27.8,92.0
2026-02-13T04:46:06.000Z,10.0522,78.79383,876.2,4.3,4.5,27.3,91.8
2026-02-13T04:46:07.000Z,10.05222,78.79386,880.5,4.3,4.3,27.6,93.3
2026-02-13T04:46:08.000Z,10.05224,78.7939,884.7,4.3,4.3,27.5,91.6
2026-02-13T04:46:09.000Z,10.05226,78.79393,889.0,4.3,4.5,27.8,92.3
2026-02-13T04:46:10.000Z,10.05229,78.79397,893.2,4.3,5.5,28.0,91.2
2026-02-13T04:46:11.000Z,10.05231,78.794,897.5,4.3,4.5,27.1,93.3
2026-02-13T04:46:12.000Z,10.05233,78.79404,901.8,4.3,4.9,27.8,92.7
2026-02-13T04:46:13.000Z,10.05235,78.79407,906.0,4.3,4.8,27.3,91.1
2026-02-13T04:46:14.000Z,10.05238,78.79411,910.3,4.3,5.5,27.4,90.7
2026-02-13T04:46:15.000Z,10.0524,78.79415,914.5,4.3,5.1,27.8,93.3
2026-02-13T04:46:16.000Z,10.05242,78.79419,918.8,4.3,5.3,27.4,93.0
2026-02-13T04:46:17.000Z,10.05245,78.79423,923.1,4.3,5.0,27.5,91.1
2026-02-13T04:46:18.000Z,10.05247,78.79427,927.3,4.3,5.7,27.7,93.7
2026-02-13T04:46:19.000Z,10.0525,78.79431,931.6,4.3,5.6,27.7,93.5
2026-02-13T04:46:20.000Z,10.05252,78.79435,935.8,4.3,5.3,27.2,90.8
2026-02-13T04:46:21.000Z,10.05254,78.79438,940.1,4.3,5.1,26.8,93.7
2026-02-13T04:46:22.000Z,10.05257,78.79442,944.4,4.3,5.6,26.9,94.0
2026-02-13T04:46:23.000Z,10.05259,78.79446,948.6,4.3,4.9,27.5,93.8
2026-02-13T04:46:24.000Z,10.05261,78.7945,952.9,4.3,4.7,26.9,91.1
2026-02-13T04:46:25.000Z,10.05264,78.79454,957.1,4.3,5.8,26.9,92.4
2026-02-13T04:46:26.000Z,10.05266,78.79458,961.4,4.3,5.7,26.9,93.4
2026-02-13T04:46:27.000Z,10.05269,78.79462,965.6,4.3,5.4,27.5,94.1
2026-02-13T04:46:28.000Z,10.05271,78.79466,969.9,4.3,5.3,26.9,91.0
2026-02-13T04:46:29.000Z,10.05274,78.7947,974.2,4.3,5.1,27.0,91.2
2026-02-13T04:46:30.000Z,10.05276,78.79473,978.4,4.3,4.7,27.0,91.3
2026-02-13T04:46:31.000Z,10.05278,78.79477,982.7,4.3,5.2,26.6,90.3
2026-02-13T04:46:32.000Z,10.0528,78.7948,986.9,4.3,4.3,27.2,91.6
2026-02-13T04:46:33.000Z,10.05282,78.79484,991.2,4.3,5.1,27.1,90.8
2026-02-13T04:46:34.000Z,10.05285,78.79488,995.5,4.3,5.7,26.5,91.6
2026-02-13T04:46:35.000Z,10.05287,78.79492,999.7,4.3,5.5,27.0,92.4
2026-02-13T04:46:36.000Z,10.05289,78.79495,1004.0,4.3,4.5,27.3,90.5
2026-02-13T04:46:37.000Z,10.05292,78.79499,1008.2,4.3,5.3,26.8,92.5
2026-02-13T04:46:38.000Z,10.05294,78.79503,1012.5,4.3,5.3,27.3,93.0
2026-02-13T04:46:39.000Z,10.05297,78.79507,1016.8,4.3,5.9,27.2,90.1
2026-02-13T04:46:40.000Z,10.05299,78.7951,1021.0,4.3,4.1,26.7,92.6
2026-02-13T04:46:41.000Z,10.05301,78.79514,1025.3,4.3,5.0,27.2,90.7
2026-02-13T04:46:42.000Z,10.05303,78.79517,1029.5,4.3,4.5,26.7,90.3
2026-02-13T04:46:43.000Z,10.05305,78.7952,1033.8,4.3,4.1,26.7,93.0
2026-02-13T04:46:44.000Z,10.05307,78.79525,1038.0,4.3,5.7,26.5,90.4
2026-02-13T04:46:45.000Z,10.0531,78.79528,1042.3,4.3,4.8,26.4,93.3
2026-02-13T04:46:46.000Z,10.05312,78.79532,1046.6,4.3,5.8,26.3,91.4
2026-02-13T04:46:47.000Z,10.05315,78.79537,1050.8,4.3,5.8,26.6,92.2
2026-02-13T04:46:48.000Z,10.05317,78.79541,1055.1,4.3,5.6,26.9,90.1
2026-02-13T04:46:49.000Z,10.0532,78.79545,1059.3,4.3,5.4,26.4,91.1
2026-02-13T04:46:50.000Z,10.05322,78.79548,1063.6,4.3,4.9,26.4,89.6
2026-02-13T04:46:51.000Z,10.05325,78.79553,1067.8,4.3,5.9,26.5,89.7
2026-02-13T04:46:52.000Z,10.05327,78.79556,1072.1,4.3,4.8,26.1,92.1
2026-02-13T04:46:53.000Z,10.05329,78.7956,1076.4,4.3,5.0,26.0,89.7
2026-02-13T04:46:54.000Z,10.05332,78.79564,1080.6,4.3,5.4,26.0,90.3
2026-02-13T04:46:55.000Z,10.05334,78.79567,1084.9,4.3,4.6,26.7,92.2
2026-02-13T04:46:56.000Z,10.05336,78.79571,1089.1,4.3,5.8,26.6,90.3
2026-02-13T04:46:57.000Z,10.05338,78.79575,1093.4,4.3,5.1,26.3,90.6
2026-02-13T04:46:58.000Z,10.05341,78.79578,1097.7,4.3,4.8,26.7,90.5
2026-02-13T04:46:59.000Z,10.05343,78.79582,1101.9,4.3,4.5,25.8,91.6
2026-02-13T04:47:00.000Z,10.05345,78.79585,1106.2,4.3,4.9,26.5,89.3
2026-02-13T04:47:01.000Z,10.05347,78.79588,1110.4,4.3,4.1,26.5,91.1
2026-02-13T04:47:02.000Z,10.05349,78.79592,1114.7,4.3,4.4,26.4,90.3
2026-02-13T04:47:03.000Z,10.05351,78.79596,1118.9,4.3,5.9,26.1,89.8
2026-02-13T04:47:04.000Z,10.05354,78.796,1123.2,4.3,5.2,25.6,92.7
2026-02-13T04:47:05.000Z,10.05356,78.79604,1127.5,4.3,5.9,26.2,89.8
2026-02-13T04:47:06.000Z,10.05358,78.79607,1131.7,4.3,4.6,25.6,92.5
2026-02-13T04:47:07.000Z,10.05361,78.79611,1136.0,4.3,4.8,25.9,92.2
2026-02-13T04:47:08.000Z,10.05363,78.79615,1140.2,4.3,5.9,25.9,89.7
2026-02-13T04:47:09.000Z,10.05366,78.79619,1144.5,4.3,5.7,25.5,92.8
2026-02-13T04:47:10.000Z,10.05368,78.79623,1148.7,4.3,5.6,25.7,92.3
2026-02-13T04:47:11.000Z,10.05371,78.79627,1153.0,4.3,5.5,26.2,92.5
2026-02-13T04:47:12.000Z,10.05373,78.79632,1157.3,4.3,5.8,25.5,89.4
2026-02-13T04:47:13.000Z,10.05375,78.79635,1161.5,4.3,4.5,25.5,92.2
2026-02-13T04:47:14.000Z,10.05378,78.79639,1165.8,4.3,5.7,25.8,91.5
2026-02-13T04:47:15.000Z,10.0538,78.79643,1170.0,4.3,5.2,26.0,91.9
2026-02-13T04:47:16.000Z,10.05383,78.79647,1174.3,4.3,5.9,25.9,88.6
2026-02-13T04:47:17.000Z,10.05386,78.79652,1178.5,4.3,6.0,25.3,91.8
2026-02-13T04:47:18.000Z,10.05388,78.79656,1182.8,4.3,5.5,26.2,88.9
2026-02-13T04:47:19.000Z,10.05391,78.7966,1187.0,4.3,5.5,26.1,92.1
2026-02-13T04:47:20.000Z,10.05393,78.79664,1191.3,4.3,5.9,25.8,90.6
2026-02-13T04:47:21.000Z,10.05396,78.79668,1195.6,4.3,5.7,25.9,89.4
2026-02-13T04:47:22.000Z,10.05398,78.79672,1199.8,4.3,5.9,26.0,91.6
2026-02-13T04:47:23.000Z,10.05401,78.79677,1204.1,4.3,6.0,25.7,90.7
2026-02-13T04:47:24.000Z,10.05403,78.7968,1208.3,4.3,4.5,26.0,89.5
2026-02-13T04:47:25.000Z,10.05406,78.79684,1212.6,4.3,5.4,26.0,92.2
2026-02-13T04:47:26.000Z,10.05407,78.79687,1216.8,4.3,4.1,25.3,91.1
2026-02-13T04:47:27.000Z,10.0541,78.79691,1221.1,4.3,5.2,25.2,92.0
2026-02-13T04:47:28.000Z,10.05412,78.79694,1225.4,4.3,4.4,25.5,90.2
2026-02-13T04:47:29.000Z,10.05414,78.79697,1229.6,4.3,4.5,25.7,88.5
2026-02-13T04:47:30.000Z,10.05416,78.79701,1233.9,4.3,5.5,25.1,91.4
2026-02-13T04:47:31.000Z,10.05418,78.79705,1238.1,4.3,4.3,25.5,88.5
2026-02-13T04:47:32.000Z,10.0542,78.79708,1242.4,4.3,4.2,25.1,89.4
2026-02-13T04:47:33.000Z,10.05423,78.79712,1246.6,4.3,5.9,25.5,88.5
2026-02-13T04:47:34.000Z,10.05425,78.79715,1250.9,4.3,4.8,25.7,89.4
2026-02-13T04:47:35.000Z,10.05427,78.79719,1255.1,4.3,5.1,25.3,88.7
2026-02-13T04:47:36.000Z,10.0543,78.79723,1259.4,4.3,5.2,25.3,88.8
2026-02-13T04:47:37.000Z,10.05431,78.79726,1263.7,4.3,4.1,25.3,88.1
2026-02-13T04:47:38.000Z,10.05434,78.7973,1267.9,4.3,6.0,25.0,88.0
2026-02-13T04:47:39.000Z,10.05436,78.79734,1272.2,4.3,4.8,25.3,90.5
2026-02-13T04:47:40.000Z,10.05438,78.79737,1276.4,4.3,4.9,25.1,88.9
2026-02-13T04:47:41.000Z,10.05441,78.79742,1280.7,4.3,5.9,25.1,90.6
2026-02-13T04:47:42.000Z,10.05443,78.79745,1284.9,4.3,4.8,25.2,88.8
2026-02-13T04:47:43.000Z,10.05446,78.79749,1289.2,4.3,5.7,25.1,91.5
2026-02-13T04:47:44.000Z,10.05448,78.79754,1293.4,4.3,5.8,24.8,90.0
2026-02-13T04:47:45.000Z,10.05451,78.79758,1297.7,4.3,5.8,24.5,88.1
2026-02-13T04:47:46.000Z,10.05454,78.79762,1301.9,4.3,5.7,24.6,91.0
2026-02-13T04:47:47.000Z,10.05456,78.79765,1306.2,4.3,4.2,25.0,89.7
2026-02-13T04:47:48.000Z,10.05458,78.79769,1310.5,4.3,4.8,25.1,88.8
2026-02-13T04:47:49.000Z,10.0546,78.79773,1314.7,4.3,5.3,24.5,88.7
2026-02-13T04:47:50.000Z,10.05462,78.79776,1319.0,4.3,4.5,25.1,88.7
2026-02-13T04:47:51.000Z,10.05465,78.7978,1323.2,4.3,5.9,24.5,88.9
2026-02-13T04:47:52.000Z,10.05467,78.79783,1327.5,4.3,4.4,25.2,90.3
2026-02-13T04:47:53.000Z,10.05469,78.79786,1331.7,4.3,4.2,25.0,91.0
